# @source="réseau Sentinelles, INSERM, Sorbonne Université, http://www.sentiweb.fr", @meta={"period":[199049,201842],"geo":["PAY","1"],"geo_ref":"insee","indicator":"7","type":"all","conf_int":true,"compact":false}, @date=2018-10-29T17:16:15+01:00
week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
200816,7,23002,15304,30700,37,24,50,FR,France
200815,7,25454,15856,35052,41,25,57,FR,France
200814,7,22236,15623,28849,36,25,47,FR,France
200813,7,20308,13107,27509,33,21,45,FR,France
200812,7,22462,15587,29337,37,26,48,FR,France
200811,7,20505,13958,27052,33,22,44,FR,France
200810,7,18078,11784,24372,29,19,39,FR,France
200809,7,20474,14073,26875,33,23,43,FR,France
200808,7,21441,15042,27840,35,25,45,FR,France
200807,7,17894,12348,23440,29,20,38,FR,France
200806,7,16310,11091,21529,27,18,36,FR,France
200805,7,16684,11106,22262,27,18,36,FR,France
200804,7,20997,14662,27332,34,24,44,FR,France
200803,7,19263,11093,27433,31,18,44,FR,France
200802,7,20501,13032,27970,33,21,45,FR,France
200801,7,20780,14093,27467,34,23,45,FR,France
200752,7,18010,11329,24691,29,18,40,FR,France
200751,7,20052,12509,27595,33,21,45,FR,France
200750,7,19059,12513,25605,31,20,42,FR,France
200749,7,18394,12805,23983,30,21,39,FR,France
200748,7,10765,5871,15659,18,10,26,FR,France
200747,7,10703,1791,19615,17,2,32,FR,France
200746,7,12318,4207,20429,20,7,33,FR,France
200745,7,12352,0,29660,20,0,48,FR,France
200744,7,7897,3419,12375,13,6,20,FR,France
200743,7,5788,2306,9270,9,3,15,FR,France
200742,7,5993,2329,9657,10,4,16,FR,France
200741,7,7130,0,17274,12,0,29,FR,France
200740,7,8146,940,15352,13,1,25,FR,France
200739,7,3916,500,7332,6,0,12,FR,France
200738,7,2691,462,4920,4,0,8,FR,France
200737,7,4100,1263,6937,7,2,12,FR,France
200736,7,1580,0,3223,3,0,6,FR,France
200735,7,3471,0,7162,6,0,12,FR,France
200734,7,3333,0,6764,5,0,11,FR,France
200733,7,3241,451,6031,5,0,10,FR,France
200732,7,7321,2112,12530,12,4,20,FR,France
200731,7,9932,3688,16176,16,6,26,FR,France
200730,7,9879,3616,16142,16,6,26,FR,France
200729,7,17227,7803,26651,28,13,43,FR,France
200728,7,14874,7763,21985,24,12,36,FR,France
200727,7,13500,7382,19618,22,12,32,FR,France
200726,7,15454,9522,21386,25,15,35,FR,France
200725,7,20567,13847,27287,34,23,45,FR,France
200724,7,26470,18336,34604,43,30,56,FR,France
200723,7,23443,15824,31062,38,26,50,FR,France
200722,7,18811,11559,26063,31,19,43,FR,France
200721,7,15325,9347,21303,25,15,35,FR,France
200720,7,17507,11589,23425,29,19,39,FR,France
200719,7,22692,15113,30271,37,25,49,FR,France
200718,7,20630,13394,27866,34,22,46,FR,France
200717,7,23755,14388,33122,39,24,54,FR,France
200716,7,23388,16188,30588,38,26,50,FR,France
200715,7,25695,17711,33679,42,29,55,FR,France
200714,7,16974,9959,23989,28,17,39,FR,France
200713,7,24625,16598,32652,40,27,53,FR,France
200712,7,20303,11331,29275,33,18,48,FR,France
200711,7,33056,21724,44388,54,36,72,FR,France
200710,7,20775,12182,29368,34,20,48,FR,France
200709,7,18750,12252,25248,31,20,42,FR,France
200708,7,19458,12998,25918,32,21,43,FR,France
200707,7,20978,14822,27134,34,24,44,FR,France
200706,7,14466,9375,19557,24,16,32,FR,France
200705,7,15339,9771,20907,25,16,34,FR,France
200704,7,19661,13333,25989,32,22,42,FR,France
200703,7,16211,10323,22099,26,16,36,FR,France
200702,7,15631,10037,21225,25,16,34,FR,France
200701,7,16483,10582,22384,27,17,37,FR,France
200652,7,20472,13371,27573,34,22,46,FR,France
200651,7,20557,12905,28209,34,21,47,FR,France
200650,7,11364,6541,16187,19,11,27,FR,France
200649,7,12518,6273,18763,21,11,31,FR,France
200648,7,8028,2783,13273,13,4,22,FR,France
200647,7,6240,2268,10212,10,3,17,FR,France
200646,7,4953,1841,8065,8,3,13,FR,France
200645,7,4064,1178,6950,7,2,12,FR,France
200644,7,5300,1084,9516,9,2,16,FR,France
200643,7,3518,1027,6009,6,2,10,FR,France
200642,7,2885,539,5231,5,1,9,FR,France
200641,7,4405,123,8687,7,0,14,FR,France
200640,7,2513,0,5505,4,0,9,FR,France
200639,7,992,0,2812,2,0,5,FR,France
200638,7,1363,0,3045,2,0,5,FR,France
200637,7,992,0,2711,2,0,5,FR,France
200636,7,820,0,2313,1,0,3,FR,France
200635,7,614,0,1628,1,0,3,FR,France
200634,7,1149,0,2623,2,0,4,FR,France
200633,7,161,0,630,0,0,1,FR,France
200632,7,476,0,1785,1,0,3,FR,France
200631,7,6255,754,11756,10,1,19,FR,France
200630,7,7140,2123,12157,12,4,20,FR,France
200629,7,6227,2488,9966,10,4,16,FR,France
200628,7,13044,6388,19700,21,10,32,FR,France
200627,7,18263,9407,27119,30,15,45,FR,France
200626,7,12465,6504,18426,20,10,30,FR,France
200625,7,14114,8492,19736,23,14,32,FR,France
200624,7,14773,9362,20184,24,15,33,FR,France
200623,7,12338,7512,17164,20,12,28,FR,France
200622,7,12669,7540,17798,21,13,29,FR,France
200621,7,15426,9709,21143,25,16,34,FR,France
200620,7,10366,6001,14731,17,10,24,FR,France
200619,7,13862,8779,18945,23,15,31,FR,France
200618,7,11495,6482,16508,19,11,27,FR,France
200617,7,16230,9656,22804,27,16,38,FR,France
200616,7,17624,10886,24362,29,18,40,FR,France
200615,7,18171,11485,24857,30,19,41,FR,France
200614,7,19218,13041,25395,31,21,41,FR,France
200613,7,16805,11064,22546,28,19,37,FR,France
200612,7,17604,12029,23179,29,20,38,FR,France
200611,7,15789,10289,21289,26,17,35,FR,France
200610,7,16775,11238,22312,27,18,36,FR,France
200609,7,16734,11153,22315,27,18,36,FR,France
200608,7,16964,11317,22611,28,19,37,FR,France
200607,7,11878,7047,16709,19,11,27,FR,France
200606,7,18915,13000,24830,31,21,41,FR,France
200605,7,16029,10665,21393,26,17,35,FR,France
200604,7,11400,7136,15664,19,12,26,FR,France
200603,7,15577,10494,20660,26,18,34,FR,France
200602,7,10313,6274,14352,17,10,24,FR,France
200601,7,20058,13481,26635,33,22,44,FR,France
200552,7,16588,9246,23930,27,15,39,FR,France
200551,7,27150,14219,40081,45,24,66,FR,France
200550,7,14340,8527,20153,24,14,34,FR,France
200549,7,12056,6953,17159,20,12,28,FR,France
200548,7,15056,8846,21266,25,15,35,FR,France
200547,7,14805,7691,21919,24,12,36,FR,France
200546,7,8390,2583,14197,14,4,24,FR,France
200545,7,11513,3776,19250,19,6,32,FR,France
200544,7,10086,2788,17384,17,5,29,FR,France
200543,7,9316,2080,16552,15,3,27,FR,France
200542,7,8373,3760,12986,14,6,22,FR,France
200541,7,11587,6045,17129,19,10,28,FR,France
200540,7,12374,6622,18126,20,11,29,FR,France
200539,7,4450,1509,7391,7,2,12,FR,France
200538,7,2272,67,4477,4,0,8,FR,France
200537,7,1677,0,3664,3,0,6,FR,France
200536,7,3369,510,6228,6,1,11,FR,France
200535,7,3124,482,5766,5,1,9,FR,France
200534,7,6673,1394,11952,11,2,20,FR,France
200533,7,8588,1696,15480,14,3,25,FR,France
200532,7,7859,2362,13356,13,4,22,FR,France
200531,7,9570,3334,15806,16,6,26,FR,France
200530,7,6172,0,13912,10,0,23,FR,France
200529,7,12452,5092,19812,21,9,33,FR,France
200528,7,18277,5762,30792,30,9,51,FR,France
200527,7,17547,9967,25127,29,16,42,FR,France
200526,7,27248,18071,36425,45,30,60,FR,France
200525,7,14089,8408,19770,23,14,32,FR,France
200524,7,15632,9553,21711,26,16,36,FR,France
200523,7,20069,12360,27778,33,20,46,FR,France
200522,7,20392,9119,31665,34,15,53,FR,France
200521,7,13623,8254,18992,22,13,31,FR,France
200520,7,17482,10870,24094,29,18,40,FR,France
200519,7,12622,7407,17837,21,12,30,FR,France
200518,7,10630,5706,15554,18,10,26,FR,France
200517,7,14979,8429,21529,25,14,36,FR,France
200516,7,11520,6566,16474,19,11,27,FR,France
200515,7,9114,4530,13698,15,7,23,FR,France
200514,7,16876,10333,23419,28,17,39,FR,France
200513,7,12513,7324,17702,21,12,30,FR,France
200512,7,15395,9108,21682,25,15,35,FR,France
200511,7,12702,7588,17816,21,13,29,FR,France
200510,7,11279,6465,16093,19,11,27,FR,France
200509,7,13085,7767,18403,22,13,31,FR,France
200508,7,10359,6162,14556,17,10,24,FR,France
200507,7,18640,12932,24348,31,22,40,FR,France
200506,7,11814,7295,16333,20,13,27,FR,France
200505,7,15387,10293,20481,25,17,33,FR,France
200504,7,12525,7897,17153,21,13,29,FR,France
200503,7,15946,10225,21667,26,17,35,FR,France
200502,7,12669,7600,17738,21,13,29,FR,France
200501,7,14192,8841,19543,23,14,32,FR,France
200453,7,17869,11244,24494,30,19,41,FR,France
200452,7,16974,10864,23084,28,18,38,FR,France
200451,7,14890,9250,20530,25,16,34,FR,France
200450,7,17657,10659,24655,29,17,41,FR,France
200449,7,16219,8194,24244,27,14,40,FR,France
200448,7,7162,2532,11792,12,4,20,FR,France
200447,7,8816,4136,13496,15,7,23,FR,France
200446,7,6806,2939,10673,11,5,17,FR,France
200445,7,9065,2889,15241,15,5,25,FR,France
200444,7,9795,4169,15421,16,7,25,FR,France
200443,7,5673,2412,8934,9,4,14,FR,France
200442,7,3038,802,5274,5,1,9,FR,France
200441,7,5061,1296,8826,8,2,14,FR,France
200440,7,3409,690,6128,6,1,11,FR,France
200439,7,5226,1044,9408,9,2,16,FR,France
200438,7,3412,0,7137,6,0,12,FR,France
200437,7,4351,537,8165,7,1,13,FR,France
200436,7,5121,1260,8982,9,3,15,FR,France
200435,7,7279,2610,11948,12,4,20,FR,France
200434,7,6425,1962,10888,11,4,18,FR,France
200433,7,11183,5394,16972,19,9,29,FR,France
200432,7,15854,7918,23790,26,13,39,FR,France
200431,7,17793,5261,30325,30,9,51,FR,France
200430,7,23244,14352,32136,39,24,54,FR,France
200429,7,34645,23193,46097,58,39,77,FR,France
200428,7,19481,11767,27195,32,19,45,FR,France
200427,7,21322,8377,34267,35,13,57,FR,France
200426,7,17171,7899,26443,29,14,44,FR,France
200425,7,26606,17976,35236,44,30,58,FR,France
200424,7,26142,17142,35142,43,28,58,FR,France
200423,7,23643,15715,31571,39,26,52,FR,France
200422,7,16119,9794,22444,27,16,38,FR,France
200421,7,20283,12915,27651,34,22,46,FR,France
200420,7,15730,9735,21725,26,16,36,FR,France
200419,7,22791,15145,30437,38,25,51,FR,France
200418,7,17807,11014,24600,30,19,41,FR,France
200417,7,19913,12212,27614,33,20,46,FR,France
200416,7,19289,11424,27154,32,19,45,FR,France
200415,7,20587,13594,27580,34,22,46,FR,France
200414,7,24610,16629,32591,41,28,54,FR,France
200413,7,22910,15782,30038,38,26,50,FR,France
200412,7,23468,15220,31716,39,25,53,FR,France
200411,7,23977,16337,31617,40,27,53,FR,France
200410,7,25519,15764,35274,42,26,58,FR,France
200409,7,26592,17202,35982,44,28,60,FR,France
200408,7,22820,15102,30538,38,25,51,FR,France
200407,7,23871,16628,31114,40,28,52,FR,France
200406,7,24567,15700,33434,41,26,56,FR,France
200405,7,12869,7824,17914,21,13,29,FR,France
200404,7,13172,8314,18030,22,14,30,FR,France
200403,7,6442,3015,9869,11,5,17,FR,France
200402,7,11126,6305,15947,18,10,26,FR,France
200401,7,24971,13819,36123,41,22,60,FR,France
200352,7,4920,0,22288,8,0,37,FR,France
200351,7,10235,2435,18035,17,4,30,FR,France
200350,7,9805,5520,14090,16,9,23,FR,France
200349,7,11685,7721,15649,20,13,27,FR,France
200348,7,6201,3319,9083,10,5,15,FR,France
200347,7,4897,1842,7952,8,3,13,FR,France
200346,7,4596,1236,7956,8,2,14,FR,France
200345,7,3501,1090,5912,6,2,10,FR,France
200344,7,3469,894,6044,6,2,10,FR,France
200343,7,4671,1766,7576,8,3,13,FR,France
200342,7,3855,955,6755,6,1,11,FR,France
200341,7,3179,427,5931,5,0,10,FR,France
200340,7,6983,2852,11114,12,5,19,FR,France
200339,7,952,0,2308,2,0,4,FR,France
200338,7,1628,0,3406,3,0,6,FR,France
200337,7,2995,0,6029,5,0,10,FR,France
200336,7,3595,0,7784,6,0,13,FR,France
200335,7,1340,0,4253,2,0,7,FR,France
200334,7,3842,0,10414,6,0,17,FR,France
200333,7,7269,0,18830,12,0,31,FR,France
200332,7,2908,0,6463,5,0,11,FR,France
200331,7,2053,0,4640,3,0,7,FR,France
200330,7,5106,259,9953,9,1,17,FR,France
200329,7,8195,0,21289,14,0,36,FR,France
200328,7,9002,3511,14493,15,6,24,FR,France
200327,7,4902,1397,8407,8,2,14,FR,France
200326,7,17746,7867,27625,30,13,47,FR,France
200325,7,8190,3460,12920,14,6,22,FR,France
200324,7,33803,13366,54240,56,22,90,FR,France
200323,7,14278,6733,21823,24,11,37,FR,France
200322,7,13397,7140,19654,22,12,32,FR,France
200321,7,12113,3506,20720,20,6,34,FR,France
200320,7,10454,5534,15374,17,9,25,FR,France
200319,7,12833,6772,18894,21,11,31,FR,France
200318,7,25572,16325,34819,43,28,58,FR,France
200317,7,21556,11493,31619,36,19,53,FR,France
200316,7,20007,12091,27923,33,20,46,FR,France
200315,7,26837,18106,35568,45,30,60,FR,France
200314,7,19148,10594,27702,32,18,46,FR,France
200313,7,27087,16490,37684,45,27,63,FR,France
200312,7,24322,15256,33388,41,26,56,FR,France
200311,7,21652,12929,30375,36,21,51,FR,France
200310,7,29033,19506,38560,49,33,65,FR,France
200309,7,28198,17625,38771,47,29,65,FR,France
200308,7,36298,22548,50048,61,38,84,FR,France
200307,7,27050,14994,39106,45,25,65,FR,France
200306,7,25101,14828,35374,42,25,59,FR,France
200305,7,15588,7493,23683,26,12,40,FR,France
200304,7,17141,9713,24569,29,17,41,FR,France
200303,7,18329,11799,24859,31,20,42,FR,France
200302,7,18829,10035,27623,31,16,46,FR,France
200301,7,22582,11488,33676,38,19,57,FR,France
200252,7,20417,12258,28576,34,20,48,FR,France
200251,7,22444,14164,30724,38,24,52,FR,France
200250,7,10873,6406,15340,18,10,26,FR,France
200249,7,16468,2559,30377,28,5,51,FR,France
200248,7,10264,4123,16405,17,7,27,FR,France
200247,7,12129,4283,19975,20,7,33,FR,France
200246,7,5507,1186,9828,9,2,16,FR,France
200245,7,9335,4813,13857,16,8,24,FR,France
200244,7,9388,2462,16314,16,4,28,FR,France
200243,7,10756,4601,16911,18,8,28,FR,France
200242,7,8703,3946,13460,15,7,23,FR,France
200241,7,7695,3062,12328,13,5,21,FR,France
200240,7,7097,2512,11682,12,4,20,FR,France
200239,7,6215,2540,9890,10,4,16,FR,France
200238,7,4237,1165,7309,7,2,12,FR,France
200237,7,1210,0,2674,2,0,4,FR,France
200236,7,2671,314,5028,4,0,8,FR,France
200235,7,1193,0,3093,2,0,5,FR,France
200234,7,5394,1014,9774,9,2,16,FR,France
200233,7,5395,510,10280,9,1,17,FR,France
200232,7,11308,1117,21499,19,2,36,FR,France
200231,7,7163,1350,12976,12,2,22,FR,France
200230,7,10184,3615,16753,17,6,28,FR,France
200229,7,11146,5228,17064,19,9,29,FR,France
200228,7,15908,8318,23498,27,14,40,FR,France
200227,7,12124,441,23807,20,0,40,FR,France
200226,7,18706,4188,33224,31,7,55,FR,France
200225,7,18807,9408,28206,32,16,48,FR,France
200224,7,15035,9084,20986,25,15,35,FR,France
200223,7,12617,6916,18318,21,11,31,FR,France
200222,7,18851,10747,26955,32,18,46,FR,France
200221,7,14282,7527,21037,24,13,35,FR,France
200220,7,12558,6860,18256,21,11,31,FR,France
200219,7,18605,11518,25692,31,19,43,FR,France
200218,7,10857,5495,16219,18,9,27,FR,France
200217,7,16252,9537,22967,27,16,38,FR,France
200216,7,10284,5016,15552,17,8,26,FR,France
200215,7,19217,9502,28932,32,16,48,FR,France
200214,7,15585,6215,24955,26,10,42,FR,France
200213,7,29411,13274,45548,49,22,76,FR,France
200212,7,12354,7208,17500,21,12,30,FR,France
200211,7,11781,7053,16509,20,12,28,FR,France
200210,7,9450,5283,13617,16,9,23,FR,France
200209,7,11735,5297,18173,20,9,31,FR,France
200208,7,8153,3653,12653,14,6,22,FR,France
200207,7,6992,3354,10630,12,6,18,FR,France
200206,7,7857,3052,12662,13,5,21,FR,France
200205,7,7405,2868,11942,12,4,20,FR,France
200204,7,13562,7935,19189,23,14,32,FR,France
200203,7,8152,4543,11761,14,8,20,FR,France
200202,7,9486,4411,14561,16,7,25,FR,France
200201,7,6329,1565,11093,11,3,19,FR,France
200152,7,5566,2267,8865,9,3,15,FR,France
200151,7,6045,2630,9460,10,4,16,FR,France
200150,7,11601,4100,19102,20,7,33,FR,France
200149,7,5828,851,10805,10,2,18,FR,France
200148,7,9965,5007,14923,17,9,25,FR,France
200147,7,6292,2021,10563,11,4,18,FR,France
200146,7,5424,2218,8630,9,4,14,FR,France
200145,7,9468,5023,13913,16,8,24,FR,France
200144,7,4941,1881,8001,8,3,13,FR,France
200143,7,6978,3201,10755,12,6,18,FR,France
200142,7,6726,3147,10305,11,5,17,FR,France
200141,7,5410,1849,8971,9,3,15,FR,France
200140,7,3320,637,6003,6,1,11,FR,France
200139,7,1152,0,2569,2,0,4,FR,France
200138,7,864,0,2411,1,0,4,FR,France
200137,7,1234,0,3393,2,0,6,FR,France
200136,7,391,0,1256,1,0,2,FR,France
200135,7,2539,0,6274,4,0,10,FR,France
200134,7,1946,0,4439,3,0,7,FR,France
200133,7,655,0,2046,1,0,3,FR,France
200132,7,4619,0,10912,8,0,19,FR,France
200131,7,7622,1190,14054,13,2,24,FR,France
200130,7,13686,4678,22694,23,8,38,FR,France
200129,7,12966,4727,21205,22,8,36,FR,France
200128,7,20908,11957,29859,35,20,50,FR,France
200127,7,26634,17739,35529,45,30,60,FR,France
200126,7,13863,7666,20060,23,13,33,FR,France
200125,7,17329,9452,25206,29,16,42,FR,France
200124,7,10961,6673,15249,19,12,26,FR,France
200123,7,7892,3888,11896,13,6,20,FR,France
200122,7,10912,4621,17203,18,7,29,FR,France
200121,7,10194,5217,15171,17,9,25,FR,France
200120,7,10390,5710,15070,18,10,26,FR,France
200119,7,10976,5927,16025,19,10,28,FR,France
200118,7,11933,6833,17033,20,11,29,FR,France
200117,7,16250,9256,23244,27,15,39,FR,France
200116,7,14131,8691,19571,24,15,33,FR,France
200115,7,11033,6411,15655,19,11,27,FR,France
200114,7,18381,12349,24413,31,21,41,FR,France
200113,7,15253,9582,20924,26,16,36,FR,France
200112,7,12761,8155,17367,22,14,30,FR,France
200111,7,11592,6790,16394,20,12,28,FR,France
200110,7,11220,6697,15743,19,11,27,FR,France
200109,7,10984,6431,15537,19,11,27,FR,France
200108,7,18335,10145,26525,31,17,45,FR,France
200107,7,17404,10389,24419,29,17,41,FR,France
200106,7,18382,10498,26266,31,18,44,FR,France
200105,7,13455,7904,19006,23,14,32,FR,France
200104,7,16438,10780,22096,28,18,38,FR,France
200103,7,18174,12049,24299,31,21,41,FR,France
200102,7,22905,16080,29730,39,27,51,FR,France
200101,7,29487,21117,37857,50,36,64,FR,France
200052,7,17041,10342,23740,29,18,40,FR,France
200051,7,11749,7358,16140,20,13,27,FR,France
200050,7,14215,8706,19724,24,15,33,FR,France
200049,7,10172,5845,14499,17,10,24,FR,France
200048,7,13683,8322,19044,23,14,32,FR,France
200047,7,9924,5066,14782,17,9,25,FR,France
200046,7,11103,5449,16757,19,9,29,FR,France
200045,7,7870,3542,12198,13,6,20,FR,France
200044,7,11328,6118,16538,19,10,28,FR,France
200043,7,5292,1687,8897,9,3,15,FR,France
200042,7,4410,1293,7527,8,3,13,FR,France
200041,7,5242,1813,8671,9,3,15,FR,France
200040,7,4066,1351,6781,7,2,12,FR,France
200039,7,4574,885,8263,8,2,14,FR,France
200038,7,8241,3875,12607,14,7,21,FR,France
200037,7,3124,423,5825,5,0,10,FR,France
200036,7,731,0,2044,1,0,3,FR,France
200035,7,6605,959,12251,11,1,21,FR,France
200034,7,6924,931,12917,12,2,22,FR,France
200033,7,10713,3957,17469,18,7,29,FR,France
200032,7,15736,5003,26469,27,9,45,FR,France
200031,7,13088,5542,20634,22,9,35,FR,France
200030,7,16422,9062,23782,28,15,41,FR,France
200029,7,16543,8116,24970,28,14,42,FR,France
200028,7,12868,5178,20558,22,9,35,FR,France
200027,7,18228,10887,25569,31,19,43,FR,France
200026,7,17377,10789,23965,30,19,41,FR,France
200025,7,22600,15119,30081,38,25,51,FR,France
200024,7,16046,10504,21588,27,18,36,FR,France
200023,7,11887,6681,17093,20,11,29,FR,France
200022,7,26275,18762,33788,45,32,58,FR,France
200021,7,15921,9967,21875,27,17,37,FR,France
200020,7,19178,12565,25791,33,22,44,FR,France
200019,7,17152,10424,23880,29,18,40,FR,France
200018,7,17571,10754,24388,30,18,42,FR,France
200017,7,9999,5672,14326,17,10,24,FR,France
200016,7,17506,11461,23551,30,20,40,FR,France
200015,7,23333,14747,31919,40,25,55,FR,France
200014,7,15027,9838,20216,26,17,35,FR,France
200013,7,17924,12383,23465,30,21,39,FR,France
200012,7,15415,9917,20913,26,17,35,FR,France
200011,7,12359,7372,17346,21,13,29,FR,France
200010,7,13858,9167,18549,24,16,32,FR,France
200009,7,9096,5451,12741,15,9,21,FR,France
200008,7,10596,6574,14618,18,11,25,FR,France
200007,7,13593,8816,18370,23,15,31,FR,France
200006,7,9017,5391,12643,15,9,21,FR,France
200005,7,12681,7750,17612,22,14,30,FR,France
200004,7,11889,7253,16525,20,12,28,FR,France
200003,7,9171,5628,12714,16,10,22,FR,France
200002,7,10268,5957,14579,17,10,24,FR,France
200001,7,10986,6521,15451,19,11,27,FR,France
199952,7,10358,5667,15049,18,10,26,FR,France
199951,7,10099,6132,14066,17,10,24,FR,France
199950,7,10439,6481,14397,18,11,25,FR,France
199949,7,7736,4269,11203,13,7,19,FR,France
199948,7,11414,6754,16074,20,12,28,FR,France
199947,7,7639,2705,12573,13,5,21,FR,France
199946,7,6544,0,15074,11,0,26,FR,France
199945,7,11273,3165,19381,19,5,33,FR,France
199944,7,8049,3828,12270,14,7,21,FR,France
199943,7,7788,4226,11350,13,7,19,FR,France
199942,7,6779,3659,9899,12,7,17,FR,France
199941,7,5213,2646,7780,9,5,13,FR,France
199940,7,5018,2256,7780,9,4,14,FR,France
199939,7,3108,1141,5075,5,2,8,FR,France
199938,7,2095,143,4047,4,1,7,FR,France
199937,7,3611,1095,6127,6,2,10,FR,France
199936,7,2085,116,4054,4,1,7,FR,France
199935,7,1102,0,2231,2,0,4,FR,France
199934,7,2813,468,5158,5,1,9,FR,France
199933,7,7210,2996,11424,12,5,19,FR,France
199932,7,6981,2822,11140,12,5,19,FR,France
199931,7,6389,2284,10494,11,4,18,FR,France
199930,7,10567,4364,16770,18,7,29,FR,France
199929,7,18284,11145,25423,31,19,43,FR,France
199928,7,21079,13832,28326,36,24,48,FR,France
199927,7,18824,12647,25001,32,21,43,FR,France
199926,7,18098,12190,24006,31,21,41,FR,France
199925,7,23863,16911,30815,41,29,53,FR,France
199924,7,18038,12162,23914,31,21,41,FR,France
199923,7,19660,13601,25719,34,24,44,FR,France
199922,7,18093,12570,23616,31,22,40,FR,France
199921,7,15850,10129,21571,27,17,37,FR,France
199920,7,12241,7408,17074,21,13,29,FR,France
199919,7,10738,6273,15203,18,10,26,FR,France
199918,7,20739,14823,26655,35,25,45,FR,France
199917,7,13993,9229,18757,24,16,32,FR,France
199916,7,16199,10966,21432,28,19,37,FR,France
199915,7,19936,13939,25933,34,24,44,FR,France
199914,7,22907,15999,29815,39,27,51,FR,France
199913,7,18404,11277,25531,31,19,43,FR,France
199912,7,19242,13136,25348,33,23,43,FR,France
199911,7,14923,9872,19974,26,17,35,FR,France
199910,7,16058,10370,21746,27,17,37,FR,France
199909,7,11125,6841,15409,19,12,26,FR,France
199908,7,10840,7075,14605,19,13,25,FR,France
199907,7,13655,9263,18047,23,15,31,FR,France
199906,7,17654,12681,22627,30,21,39,FR,France
199905,7,16838,11942,21734,29,21,37,FR,France
199904,7,17056,12124,21988,29,21,37,FR,France
199903,7,18805,13967,23643,32,24,40,FR,France
199902,7,14863,10135,19591,25,17,33,FR,France
199901,7,13707,9075,18339,23,15,31,FR,France
199853,7,24797,17975,31619,43,31,55,FR,France
199852,7,23616,16902,30330,41,29,53,FR,France
199851,7,13919,9478,18360,24,16,32,FR,France
199850,7,20556,15164,25948,35,26,44,FR,France
199849,7,16232,11327,21137,28,20,36,FR,France
199848,7,11998,7691,16305,21,14,28,FR,France
199847,7,13617,8934,18300,23,15,31,FR,France
199846,7,7646,4419,10873,13,7,19,FR,France
199845,7,15930,10713,21147,27,18,36,FR,France
199844,7,14145,9390,18900,24,16,32,FR,France
199843,7,16707,11447,21967,29,20,38,FR,France
199842,7,12475,7806,17144,21,13,29,FR,France
199841,7,13018,8151,17885,22,14,30,FR,France
199840,7,7396,3653,11139,13,7,19,FR,France
199839,7,4467,1896,7038,8,4,12,FR,France
199838,7,3421,1176,5666,6,2,10,FR,France
199837,7,4489,2136,6842,8,4,12,FR,France
199836,7,6355,2914,9796,11,5,17,FR,France
199835,7,7689,3867,11511,13,6,20,FR,France
199834,7,7235,3191,11279,12,5,19,FR,France
199833,7,11431,6018,16844,20,11,29,FR,France
199832,7,20493,9237,31749,35,16,54,FR,France
199831,7,15619,9125,22113,27,16,38,FR,France
199830,7,19360,12617,26103,33,21,45,FR,France
199829,7,17816,11414,24218,31,20,42,FR,France
199828,7,20757,14385,27129,36,25,47,FR,France
199827,7,20714,14671,26757,36,26,46,FR,France
199826,7,24479,17611,31347,42,30,54,FR,France
199825,7,24462,17924,31000,42,31,53,FR,France
199824,7,18928,13945,23911,32,23,41,FR,France
199823,7,13478,8876,18080,23,15,31,FR,France
199822,7,13213,8997,17429,23,16,30,FR,France
199821,7,10741,6627,14855,18,11,25,FR,France
199820,7,23223,17217,29229,40,30,50,FR,France
199819,7,16130,10667,21593,28,19,37,FR,France
199818,7,15802,10374,21230,27,18,36,FR,France
199817,7,14119,8452,19786,24,14,34,FR,France
199816,7,11744,7632,15856,20,13,27,FR,France
199815,7,17422,12372,22472,30,21,39,FR,France
199814,7,20962,15699,26225,36,27,45,FR,France
199813,7,17029,12181,21877,29,21,37,FR,France
199812,7,14960,10393,19527,26,18,34,FR,France
199811,7,13687,9540,17834,23,16,30,FR,France
199810,7,14294,9623,18965,25,17,33,FR,France
199809,7,12550,8183,16917,22,15,29,FR,France
199808,7,15378,10656,20100,26,18,34,FR,France
199807,7,14618,10083,19153,25,17,33,FR,France
199806,7,15316,10683,19949,26,18,34,FR,France
199805,7,11805,7653,15957,20,13,27,FR,France
199804,7,15746,10733,20759,27,18,36,FR,France
199803,7,13085,8916,17254,22,15,29,FR,France
199802,7,10764,6882,14646,18,11,25,FR,France
199801,7,19222,13376,25068,33,23,43,FR,France
199752,7,18582,12576,24588,32,22,42,FR,France
199751,7,10933,6829,15037,19,12,26,FR,France
199750,7,9622,6005,13239,17,11,23,FR,France
199749,7,12183,8157,16209,21,14,28,FR,France
199748,7,7368,4022,10714,13,7,19,FR,France
199747,7,10482,6595,14369,18,11,25,FR,France
199746,7,8391,4342,12440,14,7,21,FR,France
199745,7,7499,3716,11282,13,6,20,FR,France
199744,7,5492,2442,8542,9,4,14,FR,France
199743,7,4829,2314,7344,8,4,12,FR,France
199742,7,4781,2027,7535,8,3,13,FR,France
199741,7,6622,3367,9877,11,5,17,FR,France
199740,7,2851,764,4938,5,1,9,FR,France
199739,7,3242,851,5633,6,2,10,FR,France
199738,7,2916,579,5253,5,1,9,FR,France
199737,7,4944,2248,7640,9,4,14,FR,France
199736,7,2767,679,4855,5,1,9,FR,France
199735,7,1245,12,2478,2,0,4,FR,France
