geounit,Province.State,Country.Region,Lat,Long,date,confirmed,deaths,recovered
China_Macau,Macau,China,22.1667,113.55,2020-03-12,10,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-13,10,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-14,10,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-15,10,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-16,11,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-17,12,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-18,15,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-19,17,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-20,17,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-21,18,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-22,24,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-23,24,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-24,25,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-25,30,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-26,31,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-27,33,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-28,37,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-29,37,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-30,38,0,10
China_Macau,Macau,China,22.1667,113.55,2020-03-31,41,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-01,41,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-02,41,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-03,43,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-04,43,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-05,44,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-06,44,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-07,44,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-08,45,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-09,45,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-10,45,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-11,45,0,10
China_Macau,Macau,China,22.1667,113.55,2020-04-12,45,0,13
China_Macau,Macau,China,22.1667,113.55,2020-04-13,45,0,13
China_Macau,Macau,China,22.1667,113.55,2020-04-14,45,0,13
China_Macau,Macau,China,22.1667,113.55,2020-04-15,45,0,16
China_Macau,Macau,China,22.1667,113.55,2020-04-16,45,0,16
China_Macau,Macau,China,22.1667,113.55,2020-04-17,45,0,16
China_Macau,Macau,China,22.1667,113.55,2020-04-18,45,0,17
China_Macau,Macau,China,22.1667,113.55,2020-04-19,45,0,20
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-24,2,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-25,3,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-26,4,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-27,7,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-28,11,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-29,12,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-30,17,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-01-31,21,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-01,26,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-02,28,0,0
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-03,31,0,1
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-04,34,0,1
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-05,34,0,1
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-06,40,0,1
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-07,43,0,5
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-08,45,0,15
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-09,45,0,13
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-10,49,0,13
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-11,53,0,22
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-12,58,0,24
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-13,64,0,24
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-14,67,0,24
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-15,70,0,33
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-16,70,0,33
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-17,70,0,35
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-18,70,0,42
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-19,71,0,42
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-20,71,0,44
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-21,71,0,48
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-22,71,0,48
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-23,71,0,56
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-24,71,0,58
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-25,71,0,61
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-26,71,0,65
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-27,72,0,68
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-28,72,0,68
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-02-29,73,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-01,73,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-02,74,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-03,74,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-04,75,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-05,75,0,69
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-06,75,0,71
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-07,75,0,71
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-08,75,0,71
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-09,75,0,71
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-10,75,0,71
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-11,75,0,72
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-12,75,0,72
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-13,75,0,72
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-14,75,0,73
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-15,75,0,73
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-16,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-17,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-18,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-19,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-20,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-21,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-22,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-23,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-24,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-25,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-26,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-27,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-28,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-29,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-30,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-03-31,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-01,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-02,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-03,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-04,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-05,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-06,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-07,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-08,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-09,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-10,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-11,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-12,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-13,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-14,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-15,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-16,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-17,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-18,75,0,75
China_Ningxia,Ningxia,China,37.2692,106.1655,2020-04-19,75,0,75
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-22,0,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-24,0,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-25,1,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-26,1,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-27,6,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-28,6,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-29,6,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-30,8,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-01-31,8,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-01,9,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-02,11,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-03,13,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-04,15,0,0
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-05,17,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-06,18,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-07,18,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-08,18,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-09,18,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-10,18,0,3
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-11,18,0,5
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-12,18,0,9
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-13,18,0,11
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-14,18,0,11
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-15,18,0,13
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-16,18,0,13
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-17,18,0,13
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-18,18,0,15
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-19,18,0,16
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-20,18,0,16
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-21,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-22,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-23,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-24,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-25,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-26,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-27,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-28,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-02-29,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-01,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-02,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-03,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-04,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-05,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-06,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-07,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-08,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-09,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-10,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-11,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-12,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-13,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-14,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-15,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-16,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-17,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-18,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-19,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-20,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-21,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-22,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-23,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-24,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-25,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-26,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-27,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-28,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-29,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-30,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-03-31,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-01,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-02,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-03,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-04,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-05,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-06,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-07,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-08,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-09,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-10,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-11,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-12,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-13,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-14,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-15,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-16,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-17,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-18,18,0,18
China_Qinghai,Qinghai,China,35.7452,95.9956,2020-04-19,18,0,18
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-22,0,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-24,5,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-25,15,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-26,22,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-27,35,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-28,46,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-29,56,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-30,63,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-01-31,87,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-01,101,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-02,116,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-03,128,0,0
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-04,142,0,2
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-05,165,0,6
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-06,173,0,9
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-07,184,0,17
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-08,195,0,20
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-09,208,0,25
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-10,213,0,30
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-11,219,0,32
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-12,225,0,43
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-13,229,0,46
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-14,230,0,54
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-15,232,0,60
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-16,236,0,71
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-17,240,0,79
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-18,240,0,89
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-19,242,0,102
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-20,245,1,118
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-21,245,1,134
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-22,245,1,149
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-23,245,1,163
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-24,245,1,173
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-25,245,1,186
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-26,245,1,192
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-27,245,1,195
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-28,245,1,199
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-02-29,245,1,207
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-01,245,1,208
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-02,245,1,216
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-03,245,1,216
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-04,245,1,223
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-05,245,1,224
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-06,245,1,226
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-07,245,1,226
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-08,245,1,227
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-09,245,1,227
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-10,245,1,227
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-11,245,1,232
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-12,245,2,232
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-13,245,2,232
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-14,245,2,232
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-15,245,2,232
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-16,245,2,233
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-17,246,3,236
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-18,246,3,237
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-19,246,3,237
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-20,247,3,237
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-21,248,3,239
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-22,248,3,239
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-23,248,3,239
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-24,249,3,240
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-25,250,3,240
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-26,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-27,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-28,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-29,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-30,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-03-31,253,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-01,255,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-02,255,3,242
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-03,255,3,244
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-04,256,3,245
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-05,256,3,245
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-06,256,3,246
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-07,256,3,246
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-08,256,3,246
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-09,256,3,246
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-10,256,3,246
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-11,256,3,248
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-12,256,3,248
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-13,256,3,248
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-14,256,3,248
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-15,256,3,251
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-16,256,3,251
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-17,256,3,252
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-18,256,3,252
China_Shaanxi,Shaanxi,China,35.1917,108.8701,2020-04-19,256,3,252
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-22,2,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-23,6,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-24,15,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-25,27,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-26,46,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-27,75,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-28,95,0,0
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-29,130,0,1
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-30,158,0,1
China_Shandong,Shandong,China,36.3427,118.1498,2020-01-31,184,0,2
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-01,206,0,3
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-02,230,0,6
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-03,259,0,7
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-04,275,0,11
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-05,307,0,15
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-06,347,0,27
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-07,386,0,37
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-08,416,0,44
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-09,444,1,63
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-10,466,1,66
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-11,487,1,80
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-12,497,2,92
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-13,509,2,105
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-14,523,2,136
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-15,532,2,156
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-16,537,2,173
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-17,541,2,191
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-18,543,3,211
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-19,544,3,231
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-20,546,4,254
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-21,749,4,281
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-22,750,4,302
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-23,754,4,321
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-24,755,5,343
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-25,756,6,355
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-26,756,6,377
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-27,756,6,387
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-28,756,6,405
China_Shandong,Shandong,China,36.3427,118.1498,2020-02-29,756,6,421
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-01,758,6,443
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-02,758,6,460
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-03,758,6,511
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-04,758,6,516
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-05,758,6,578
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-06,758,6,618
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-07,758,6,627
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-08,758,6,642
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-09,758,6,700
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-10,758,6,719
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-11,760,6,726
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-12,760,6,734
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-13,760,7,739
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-14,760,7,741
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-15,760,7,741
China_Shandong,Shandong,China,36.3427,118.1498,2020-03-16,760,7,746
