Id_data;Id_site;Etat;biotope;Id_method;Id_ecoute;Regne;Famille;Genre;Espece;Nom_sc;Nom_co;Taxonomic_order;Count;Index
INSULAAV164;B0LA;nndegrade;FM;p3;B0LAp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_015
INSULAAV165;B0LA;nndegrade;FM;p1;B0LAp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_013
INSULAAV166;B0LA;nndegrade;FM;p2;B0LAp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_014
INSULAAV167;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Columbidae;Patagioenas;leucocephala;Patagioenas leucocephala;Pigeon à  couronne blanche;1900;1;AV_016
INSULAAV168;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Columbidae;Patagioenas;leucocephala;Patagioenas leucocephala;Pigeon à  couronne blanche;1900;1;AV_017
INSULAAV169;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_018
INSULAAV170;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_016
INSULAAV171;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;2;AV_017
INSULAAV172;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Columbidae;Geotrygon;mystacea;Geotrygon mystacea;Colombe à  croissants;2250;1;AV_017
INSULAAV173;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_018
INSULAAV174;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_016
INSULAAV175;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_017
INSULAAV176;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Trochilidae;Eulampis;jugularis;Eulampis jugularis;Colibri madère;4268;1;AV_016
INSULAAV177;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;4;AV_018
INSULAAV178;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_017
INSULAAV179;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_018
INSULAAV180;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_016
INSULAAV181;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_017
INSULAAV182;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Tyrannidae;Contopus;latirostris;Contopus latirostris;Moucherolle gobemouche;16158;1;AV_016
INSULAAV183;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_018
INSULAAV184;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_017
INSULAAV185;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_018
INSULAAV186;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_016
INSULAAV187;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Mimidae;Cinclocerthia;ruficauda;Cinclocerthia ruficauda;Trembleur brun;26928;1;AV_018
INSULAAV188;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Turdidae;Turdus;lherminieri;Turdus lherminieri;Grive à  pieds jaunes;27450;1;AV_018
INSULAAV189;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Turdidae;Turdus;lherminieri;Turdus lherminieri;Grive à  pieds jaunes;27450;2;AV_017
INSULAAV190;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_016
INSULAAV191;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_017
INSULAAV192;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Parulidae;Setophaga;plumbea;Setophaga plumbea;Paruline caféiette;32769;1;AV_018
INSULAAV193;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Parulidae;Setophaga;plumbea;Setophaga plumbea;Paruline caféiette;32769;2;AV_016
INSULAAV194;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Parulidae;Setophaga;plumbea;Setophaga plumbea;Paruline caféiette;32769;3;AV_017
INSULAAV195;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_018
INSULAAV196;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_016
INSULAAV197;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_017
INSULAAV198;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_018
INSULAAV199;B0BP;nndegrade;FM;p1;B0BPp1;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;2;AV_016
INSULAAV200;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;2;AV_017
INSULAAV201;B0BP;nndegrade;FM;p3;B0BPp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_018
INSULAAV202;B0BP;nndegrade;FM;p2;B0BPp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_017
INSULAAV203;B1BPR;degrade;FM;p1;B1BPRp1;Animalia;Columbidae;Streptopelia;decaocto;Streptopelia decaocto;Tourterelle turque;1968;1;AV_019
INSULAAV204;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Columbidae;Streptopelia;decaocto;Streptopelia decaocto;Tourterelle turque;1968;2;AV_020
INSULAAV205;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_020
INSULAAV206;B1BPR;degrade;FM;p1;B1BPRp1;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_019
INSULAAV207;B1BPR;degrade;FM;p3;B1BPRp3;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;2;AV_021
INSULAAV208;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_020
INSULAAV209;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Falconidae;Falco;sparverius;Falco sparverius;Crécerelle d'Amérique;11407;2;AV_020
INSULAAV210;B1BPR;degrade;FM;p1;B1BPRp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;5;AV_019
INSULAAV211;B1BPR;degrade;FM;p3;B1BPRp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_021
INSULAAV212;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_020
INSULAAV213;B1BPR;degrade;FM;p3;B1BPRp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_021
INSULAAV214;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_020
INSULAAV215;B1BPR;degrade;FM;p1;B1BPRp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_019
INSULAAV216;B1BPR;degrade;FM;p3;B1BPRp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_021
INSULAAV217;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_020
INSULAAV218;B1BPR;degrade;FM;p1;B1BPRp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_019
INSULAAV219;B1BPR;degrade;FM;p3;B1BPRp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_021
INSULAAV220;B1BPR;degrade;FM;p2;B1BPRp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_020
INSULAAV221;B1BP;degrade;FM;p1;B1BPp1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_022
INSULAAV222;B1BP;degrade;FM;p2;B1BPp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_023
INSULAAV223;B1BP;degrade;FM;p3;B1BPp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_024
INSULAAV224;B1BP;degrade;FM;p3;B1BPp3;Animalia;Trochilidae;Eulampis;holosericeus;Eulampis holosericeus;Colibri falle-vert;4269;1;AV_024
INSULAAV225;B1BP;degrade;FM;p1;B1BPp1;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_022
INSULAAV226;B1BP;degrade;FM;p1;B1BPp1;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;3;AV_022
INSULAAV227;B1BP;degrade;FM;p2;B1BPp2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_023
INSULAAV228;B1BP;degrade;FM;p3;B1BPp3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_024
INSULAAV229;B1BP;degrade;FM;p1;B1BPp1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_022
INSULAAV230;B1BP;degrade;FM;p2;B1BPp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_023
INSULAAV231;B1BP;degrade;FM;p3;B1BPp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_024
INSULAAV232;B1BP;degrade;FM;p1;B1BPp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_022
INSULAAV233;B1BP;degrade;FM;p2;B1BPp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_023
INSULAAV234;B1BP;degrade;FM;p3;B1BPp3;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;2;AV_024
INSULAAV235;B1BP;degrade;FM;p2;B1BPp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_023
INSULAAV236;B1BP;degrade;FM;p3;B1BPp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;7;AV_024
INSULAAV237;B1BP;degrade;FM;p1;B1BPp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_022
INSULAAV238;B1BP;degrade;FM;p2;B1BPp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_023
INSULAAV239;B1BP;degrade;FM;p3;B1BPp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_024
INSULAAV240;B1BP;degrade;FM;p1;B1BPp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_022
INSULAAV241;B1BP;degrade;FM;p2;B1BPp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_023
INSULAAV242;B1BP;degrade;FM;p1;B1BPp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_022
INSULAAV243;B1BP;degrade;FM;p3;B1BPp3;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_024
INSULAAV244;B1BP;degrade;FM;p1;B1BPp1;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_022
INSULAAV245;B1BP;degrade;FM;p1;B1BPp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_022
INSULAAV246;B1GO;degrade;FM;p1;B1GOp1;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;2;AV_025
INSULAAV247;B1GO;degrade;FM;p2;B1GOp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_026
INSULAAV248;B1GO;degrade;FM;p3;B1GOp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_027
INSULAAV249;B1GO;degrade;FM;p1;B1GOp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_025
INSULAAV250;B1GO;degrade;FM;p2;B1GOp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_026
INSULAAV251;B1GO;degrade;FM;p3;B1GOp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_027
INSULAAV252;B1GO;degrade;FM;p2;B1GOp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_026
INSULAAV253;B1GO;degrade;FM;p3;B1GOp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_027
INSULAAV254;B1GO;degrade;FM;p1;B1GOp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_025
INSULAAV255;B1PI;degrade;FM;p1;B1PIp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_028
INSULAAV256;B1PI;degrade;FM;p2;B1PIp2;Animalia;Ardeidae;Ardea;alba;Ardea alba;Grande Aigrette;7124;1;AV_029
INSULAAV257;B1PI;degrade;FM;p3;B1PIp3;Animalia;Ardeidae;Ardea;alba;Ardea alba;Grande Aigrette;7124;1;AV_030
INSULAAV258;B1PI;degrade;FM;p2;B1PIp2;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_029
INSULAAV259;B1PI;degrade;FM;p3;B1PIp3;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_030
INSULAAV260;B1PI;degrade;FM;p2;B1PIp2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_029
INSULAAV261;B1PI;degrade;FM;p3;B1PIp3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_030
INSULAAV262;B1PI;degrade;FM;p1;B1PIp1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_028
INSULAAV263;B1PI;degrade;FM;p3;B1PIp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_030
INSULAAV264;B1PI;degrade;FM;p1;B1PIp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_028
INSULAAV265;B1PI;degrade;FM;p2;B1PIp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_029
INSULAAV266;B1PI;degrade;FM;p3;B1PIp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_030
INSULAAV267;B1PI;degrade;FM;p1;B1PIp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_028
INSULAAV268;B1PI;degrade;FM;p1;B1PIp1;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_028
INSULAAV269;B1PI;degrade;FM;p2;B1PIp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_029
INSULAAV270;B1PI;degrade;FM;p3;B1PIp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;4;AV_030
INSULAAV271;B1PI;degrade;FM;p1;B1PIp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;4;AV_028
INSULAAV272;B1PI;degrade;FM;p2;B1PIp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_029
INSULAAV273;B1PI;degrade;FM;p3;B1PIp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_030
INSULAAV274;B1PI;degrade;FM;p1;B1PIp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_028
INSULAAV275;B1PI;degrade;FM;p2;B1PIp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_029
INSULAAV276;B1PI;degrade;FM;p3;B1PIp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_030
INSULAAV277;B1PI;degrade;FM;p1;B1PIp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_028
INSULAAV278;B1PI;degrade;FM;p2;B1PIp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_029
INSULAAV279;B1PI;degrade;FM;p3;B1PIp3;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_030
INSULAAV280;B1RO;degrade;FM;p1;B1ROp1;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;1;AV_031
INSULAAV281;B1RO;degrade;FM;p2;B1ROp2;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;1;AV_032
INSULAAV282;B1RO;degrade;FM;p3;B1ROp3;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;2;AV_033
INSULAAV283;B1RO;degrade;FM;p1;B1ROp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_031
INSULAAV284;B1RO;degrade;FM;p2;B1ROp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_032
INSULAAV285;B1RO;degrade;FM;p3;B1ROp3;Animalia;Estrildidae;Lonchura;punctulata;Lonchura punctulata;Capucin damier;30145;1;AV_033
INSULAAV286;B1RO;degrade;FM;p2;B1ROp2;Animalia;Icteridae;Molothrus;bonariensis;Molothrus bonariensis;Vacher luisant;32541;2;AV_032
INSULAAV287;B1RO;degrade;FM;p3;B1ROp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_033
INSULAAV288;B1RO;degrade;FM;p1;B1ROp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_031
INSULAAV289;B1RO;degrade;FM;p2;B1ROp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_032
INSULAAV290;B1RO;degrade;FM;p3;B1ROp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_033
INSULAAV291;B1RO;degrade;FM;p1;B1ROp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_031
INSULAAV292;B1RO;degrade;FM;p2;B1ROp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_032
INSULAAV293;B1RO;degrade;FM;p3;B1ROp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;3;AV_033
INSULAAV294;B1RO;degrade;FM;p1;B1ROp1;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_031
INSULAAV295;B1RO;degrade;FM;p2;B1ROp2;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;2;AV_032
INSULAAV296;B1RO;degrade;FM;p3;B1ROp3;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_033
INSULAAV297;B1RO;degrade;FM;p1;B1ROp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_031
INSULAAV298;B1MA;degrade;FM;p1;B1MAp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_034
INSULAAV299;B1MA;degrade;FM;p2;B1MAp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_035
INSULAAV300;B1MA;degrade;FM;p3;B1MAp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_036
INSULAAV301;B1MA;degrade;FM;p1;B1MAp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_034
INSULAAV302;B1MA;degrade;FM;p2;B1MAp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_035
INSULAAV303;B1MA;degrade;FM;p3;B1MAp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_036
INSULAAV304;B1MA;degrade;FM;p1;B1MAp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_034
INSULAAV305;B1MA;degrade;FM;p3;B1MAp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_036
INSULAAV306;B1MA;degrade;FM;p1;B1MAp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_034
INSULAAV307;B1MA;degrade;FM;p2;B1MAp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_035
INSULAAV308;B1MA;degrade;FM;p3;B1MAp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_036
INSULAAV309;B1MA;degrade;FM;p1;B1MAp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_034
INSULAAV310;B1MA;degrade;FM;p2;B1MAp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_035
INSULAAV311;B1MA;degrade;FM;p2;B1MAp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_035
INSULAAV312;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_037
INSULAAV313;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_038
INSULAAV314;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_039
INSULAAV315;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_037
INSULAAV316;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_037
INSULAAV317;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_038
INSULAAV318;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_039
INSULAAV319;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Tyrannidae;Contopus;latirostris;Contopus latirostris;Moucherolle gobemouche;16158;1;AV_037
INSULAAV320;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Tyrannidae;Contopus;latirostris;Contopus latirostris;Moucherolle gobemouche;16158;1;AV_038
INSULAAV321;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Tyrannidae;Contopus;latirostris;Contopus latirostris;Moucherolle gobemouche;16158;2;AV_039
INSULAAV322;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_037
INSULAAV323;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_038
INSULAAV324;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_039
INSULAAV325;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_037
INSULAAV326;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_038
INSULAAV327;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_039
INSULAAV328;C0BA;nndegrade;M;p1;C0BAp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_037
INSULAAV329;C0BA;nndegrade;M;p2;C0BAp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_038
INSULAAV330;C0BA;nndegrade;M;p3;C0BAp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_039
