"ident","Carte","Profil","Choix","enqueteur","sexe","age","ann_insta","commun_exp","form_gen","form_agri","pc_fvd","pc_ferm","adh_group","adh_sica","adh_cuma","sau","s_ignames","s_autr_tuber","s_banane","s_canne","s_prairie","s_meca","conduite_ig","acti_agri","uth","uth_ig","success","revenu_agri","ig_annees","ig_prod_prin","ig_part_revenu","ig_lev_rev","ig_lev_diversif","ig_chaque_ann","ig_nb_var_cult","ig_semenceau","ig_assoc_var","ig_fr_maladie","ig_fr_temps_trav","ig_fr_dispo_plant","ig_fr_cout_prod","ig_fr_vol","ig_fr_eau","ig_fr_cons_plant","pb_dispo_sem","ig_av_s2","ig_av_nb_var","attri_cout","attri_nb_var","attri_dispo","attri_engage","Q4.03","Q4.06","Q4.09","Q4.13","Q4.15","Q4.18","Q4.22","Q4.24","fut_acha_sem_qual","futur_prod_ig971","futur_conso_ig971","carte","profil","cout_sem","nb_varietes","dispo_sem","engage"
"AM34","c1",1,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",1,1,3.5,5,1,0
"AM34","c1",1,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",1,2,3.5,15,0.25,1
"AM34","c2",1,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",2,0,0,0,0,0
"AM34","c2",1,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",2,1,1.5,15,1,0
"AM34","c2",1,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",2,2,2.5,15,0.25,0
"AM34","c3",1,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",3,0,0,0,0,0
"AM34","c3",1,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",3,1,2.5,15,1,1
"AM34","c3",1,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",3,2,3.5,5,1,0
"AM34","c4",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",4,0,0,0,0,0
"AM34","c4",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",4,1,1.5,5,0.25,1
"AM34","c4",2,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",4,2,1.5,15,1,0
"AM34","c5",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",5,0,0,0,0,0
"AM34","c5",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",5,1,3.5,15,0.25,1
"AM34","c5",2,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",5,2,2.5,15,1,1
"AM34","c6",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",6,0,0,0,0,0
"AM34","c6",2,"0","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",6,1,2.5,15,0.25,0
"AM34","c6",2,"1","AM","H",47,"2000","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,3.15,0.15,0,0,3,0,3.15,"A PLAT","20%",0.5,0.25,0,"0-25",18,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",0,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",3,1,2,4,1,1,1,1,1,1,"1","NSP","50%","BAISSE","PAS DE CHANGEMENT",6,2,1.5,5,0.25,1
"AM35","c1",1,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,0,0,0,0,0
"AM35","c1",1,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,1,3.5,5,1,0
"AM35","c1",1,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,2,3.5,15,0.25,1
"AM35","c2",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,0,0,0,0,0
"AM35","c2",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,1,1.5,15,1,0
"AM35","c2",2,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,2,2.5,15,0.25,0
"AM35","c3",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,0,0,0,0,0
"AM35","c3",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,1,2.5,15,1,1
"AM35","c3",2,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,2,3.5,5,1,0
"AM35","c4",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,0,0,0,0,0
"AM35","c4",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,1,1.5,5,0.25,1
"AM35","c4",2,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,2,1.5,15,1,0
"AM35","c5",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,0,0,0,0,0
"AM35","c5",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,1,3.5,15,0.25,1
"AM35","c5",2,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,2,2.5,15,1,1
"AM35","c6",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,0,0,0,0,0
"AM35","c6",2,"0","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,1,2.5,15,0.25,0
"AM35","c6",2,"1","AM","H",62,"2001","PETIT - CANAL","Secondaire court","Sur le tas","100%","0.00%",0,1,0,5.95,0.7,0,0,4.25,1,4.95,"A PLAT","30%",1,0.6,0,"0-25",35,0,"0-25",1,0,1,1,"PRODUCTION PERSONNELLE",0,1,0,0,0,0,0,0,0,"MAINTIEN","AUGMENTATION",2,1,3,4,1,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,2,1.5,5,0.25,1
"AM36","c1",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",1,0,0,0,0,0
"AM36","c1",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",1,1,3.5,5,1,0
"AM36","c1",2,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",1,2,3.5,15,0.25,1
"AM36","c2",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",2,0,0,0,0,0
"AM36","c2",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",2,1,1.5,15,1,0
"AM36","c2",2,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",2,2,2.5,15,0.25,0
"AM36","c3",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",3,0,0,0,0,0
"AM36","c3",1,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",3,1,2.5,15,1,1
"AM36","c3",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",3,2,3.5,5,1,0
"AM36","c4",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",4,0,0,0,0,0
"AM36","c4",2,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",4,1,1.5,5,0.25,1
"AM36","c4",2,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",4,2,1.5,15,1,0
"AM36","c5",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",5,0,0,0,0,0
"AM36","c5",1,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",5,1,3.5,15,0.25,1
"AM36","c5",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",5,2,2.5,15,1,1
"AM36","c6",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",6,0,0,0,0,0
"AM36","c6",1,"1","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",6,1,2.5,15,0.25,0
"AM36","c6",1,"0","AM","H",35,"2013","PETIT - CANAL","Superieur","BTSA","0.00%","100.00%",0,1,0,10.5,1,0,0,9,0.5,10,"A PLAT","60%",1.5,1,0,"0-25",2,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,1,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",1,4,2,3,1,1,1,1,1,0,"0","1","50%","PAS DE CHANGEMENT","AUGMENTATION",6,2,1.5,5,0.25,1
"AM37","c1",1,"0","AM","H",65,"1976","SAINT FRANCOIS","Primaire","Sur le tas","100%","0.00%",0,1,0,5.6,0.5,0.5,0,3.3,1.3,4.3,"A PLAT","100%",1,0.5,1,"75-100",17,0,"0-25",1,0,1,1,"COMMERCE",0,0,0,0,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",2,3,1,4,0,1,1,1,0,0,"0","NSP","100%","AUGMENTATION","AUGMENTATION",1,0,0,0,0,0
"AM37","c1",1,"1","AM","H",65,"1976","SAINT FRANCOIS","Primaire","Sur le tas","100%","0.00%",0,1,0,5.6,0.5,0.5,0,3.3,1.3,4.3,"A PLAT","100%",1,0.5,1,"75-100",17,0,"0-25",1,0,1,1,"COMMERCE",0,0,0,0,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",2,3,1,4,0,1,1,1,0,0,"0","NSP","100%","AUGMENTATION","AUGMENTATION",1,1,3.5,5,1,0
"AM37","c1",1,"0","AM","H",65,"1976","SAINT FRANCOIS","Primaire","Sur le tas","100%","0.00%",0,1,0,5.6,0.5,0.5,0,3.3,1.3,4.3,"A PLAT","100%",1,0.5,1,"75-100",17,0,"0-25",1,0,1,1,"COMMERCE",0,0,0,0,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",2,3,1,4,0,1,1,1,0,0,"0","NSP","100%","AUGMENTATION","AUGMENTATION",1,2,3.5,15,0.25,1
